"code","lambdaZM_hat_T","lambdaZM_lo_T","lambdaZM_hi_T"
206,3.56952773801034e-05,1.88215496241665e-05,0.000204077813873752
207,3.52151025342854e-05,1.87038272352901e-05,0.000203486394735163
208,4.36928852033048e-05,1.8684436082546e-05,0.000218826126298849
209,4.2519827852598e-05,1.83978039414176e-05,0.000221017519198672
210,4.11285205789809e-05,1.86888372357473e-05,0.000254646701436089
211,4.02508570947479e-05,1.8732275897709e-05,0.000246409265249915
212,4.16545246628307e-05,1.85596016326952e-05,0.000238543912191522
213,4.10433525960434e-05,1.85259194615413e-05,0.000224403472134573
214,3.99195913926733e-05,1.88625313304342e-05,0.00023511485713064
215,3.94076582441457e-05,1.87745466590359e-05,0.00021662063033182
216,4.15077224076592e-05,1.86105849211451e-05,0.000268392405611179
217,4.07579648575997e-05,1.85805231273912e-05,0.000220740772608748
218,3.96977827795938e-05,1.85894322208411e-05,0.000220716421884666
219,3.89214432506535e-05,1.86619647607439e-05,0.000219326752206102
220,4.00583795014089e-05,1.85957081080298e-05,0.000226168396378439
221,3.9599921972725e-05,1.86274146494118e-05,0.000213540231188157
222,3.87541882130527e-05,1.89080592791737e-05,0.000216394385152024
223,3.81780805727959e-05,1.87238301052093e-05,0.000219719708146176
224,3.90389069564524e-05,1.86564868653617e-05,0.000251775531656647
225,3.81293366740063e-05,1.87091277154834e-05,0.00024293142427913
226,3.65210935596319e-05,1.87567511466199e-05,0.000261774345795397
227,3.585804834349e-05,1.86814200134723e-05,0.000227616356454442
228,3.80883220686815e-05,1.87203644678567e-05,0.000233985457942476
229,3.76553321717164e-05,1.87408122638827e-05,0.000242863340246291
230,3.60558499164963e-05,1.8807786737946e-05,0.000226165121477786
231,3.57029020473417e-05,1.87424046810128e-05,0.000221160072407452
232,3.72649660351172e-05,1.87419339276512e-05,0.000214686988715305
233,3.68391206665333e-05,1.86258070943793e-05,0.000219555899240602
234,3.52700753035018e-05,1.85105113494426e-05,0.000240742524699159
235,3.48617515928254e-05,1.85920183987746e-05,0.00021300518499793
236,3.66684148308869e-05,1.86223742784806e-05,0.000242171917645087
237,3.64371906400193e-05,1.86613345011183e-05,0.000223815658928946
238,3.49644699806566e-05,1.87866730293644e-05,0.00020373380940794
239,3.4668058032787e-05,1.88404193433824e-05,0.000241509441483551
240,4.25051828695586e-05,1.85387912531562e-05,0.000222597712344151
241,4.16042441415791e-05,1.85197606688835e-05,0.000237020300030334
242,4.02592505388805e-05,1.86908445102839e-05,0.00023618962057477
243,3.95998929025785e-05,1.86751214387392e-05,0.000255054761731232
244,4.10517973717197e-05,1.86446870907042e-05,0.000212350951318494
245,4.07823568298814e-05,1.8541331441989e-05,0.000220121397572661
246,3.95483403651716e-05,1.89088843086759e-05,0.000229406669976827
247,3.93039934839005e-05,1.86232248952067e-05,0.000239398327334593
